,support,itemsets,length
380,0.02014188619338195,"frozenset({'03', '14', 'Red Blend'})",3
381,0.007342362454730367,"frozenset({'California', '14', 'Red Blend', '03'})",4
382,0.0055067718410477745,"frozenset({'California', '13', 'Red Blend', '03'})",4
383,0.013345239867043708,"frozenset({'California', '02', 'Red Blend'})",3
384,0.012948355410031255,"frozenset({'13', '02', 'Red Blend'})",3
385,0.009971721982437863,"frozenset({'14', '02', 'Red Blend'})",3
386,0.003621570670238627,"frozenset({'California', '13', '02', 'Red Blend'})",4
387,0.003175075656099618,"frozenset({'California', '14', '02', 'Red Blend'})",4
388,0.012898744852904698,"frozenset({'California', '12', 'Red Blend'})",3
389,0.008929900282780175,"frozenset({'12', '02', 'Red Blend'})",3
390,0.004167286798630748,"frozenset({'03', '12', 'Red Blend'})",3
391,0.004762613484149427,"frozenset({'04', '12', 'Red Blend'})",3
392,0.0036711812273651835,"frozenset({'California', '12', '02', 'Red Blend'})",4
393,0.002877412313340279,"frozenset({'California', 'Red Blend', '12', '03'})",4
394,0.0038696234558714096,"frozenset({'California', '04', '12', 'Red Blend'})",4
395,0.010219774768070646,"frozenset({'California', '11', 'Red Blend'})",3
396,0.005109887384035323,"frozenset({'11', '02', 'Red Blend'})",3
397,0.007540804683236593,"frozenset({'01', '11', 'Red Blend'})",3
398,0.0017859800565560352,"frozenset({'03', '11', 'Red Blend'})",3
399,0.0021332539564419307,"frozenset({'04', '11', 'Red Blend'})",3
400,0.002877412313340279,"frozenset({'California', '11', '02', 'Red Blend'})",4
401,0.004068065684377635,"frozenset({'California', '01', '11', 'Red Blend'})",4
402,0.001587537828049809,"frozenset({'California', 'Red Blend', '11', '03'})",4
403,0.0016867589423029221,"frozenset({'California', '04', '11', 'Red Blend'})",4
404,0.039589224586992114,"frozenset({'California', '04', 'Red Blend'})",3
405,0.0322964726893883,"frozenset({'14', '04', 'Red Blend'})",3
406,0.022523192935456664,"frozenset({'California', '04', '14', 'Red Blend'})",4
407,0.007689636354616262,"frozenset({'California', '01', 'Red Blend'})",3
408,0.006250930197946123,"frozenset({'01', '12', 'Red Blend'})",3
409,0.0035719601131120704,"frozenset({'13', '01', 'Red Blend'})",3
410,0.0024805278563278265,"frozenset({'California', '01', '12', 'Red Blend'})",4
411,0.03333829438904599,"frozenset({'California', '14', 'Red Blend'})",3
